,gene
716,ENAH
49,ENO1
898,EPAS1
904,EPCAM
718,EPHX1
700,EPRS
281,EPS15
255,ERI3
911,ERLEC1
241,ERMAP
757,ERO1B
47,ERRFI1
940,ETAA1
550,ETV3
367,EVI5
959,EXOC6B
63,EXOSC10
387,EXTL2
160,EYA3
561,F11R
376,F3
272,FAAH
23,FAAP20
278,FAF1
952,FAM136A
517,FAM189B
608,FAM20B
812,FAM49A
157,FAM76A
870,FAM98A
921,FANCL
82,FBLIM1
907,FBXO11
711,FBXO28
85,FBXO42
66,FBXO44
519,FDPS
872,FEZ2
761,FH
691,FLVCR1
445,FMO5
660,FMOD
372,FNBP1L
234,FOXJ3
908,FOXN2
331,FPGT
340,FUBP1
678,G0S2
467,GABPB2
740,GALNT2
492,GATAD2B
516,GBA
360,GBP2
374,GCLM
430,GDAP2
814,GEN1
945,GFPT1
987,GGCX
752,GGPS1
365,GLMN
540,GLMP
633,GLRX2
617,GLUL
401,GNAI3
21,GNB1
324,GNG12
211,GNL2
743,GNPAT
459,GOLPH3L
525,GON4L
695,GPATCH2
543,GPATCH4
264,GPBP1L1
852,GPN1
148,GPN2
756,GPR137B
448,GPR89B
806,GREB1
798,GRHL1
403,GSTM3
357,GTF2B
845,GTF3C2
733,GUK1
722,H3F3A
50,H6PD
833,HADHA
834,HADHB
500,HAX1
181,HDAC1
547,HDGF
759,HEATR1
874,HEATR5B
258,HECTD3
1,HES4
222,HEYL
680,HHAT
420,HIPK1
450,HIST2H2AB
125,HMGCL
883,HNRNPLL
118,HNRNPR
768,HNRNPU
307,HOOK1
107,HP1BP3
800,HPCAL1
821,HS1BP3
354,HS2ST1
297,HSPB11
112,HSPG2
978,HTRA2
248,HYI
794,IAH1
702,IARS2
38,ICMT
788,ID2
122,ID3
92,IFFO2
341,IFI44
156,IFI6
128,IFNLR1
850,IFT172
554,IGSF8
552,IGSF9
490,ILF2
994,IMMT
973,INO80B
215,INPP5B
8,INTS11
491,INTS3
685,INTS7
250,IPO13
645,IPO9
679,IRF6
2,ISG15
545,ISG20L2
792,ITGB1BP1
314,ITGB3BP
724,ITPKB
826,ITSN2
628,IVNS1ABP
317,JAK1
730,JMJD4
496,JTB
306,JUN
76,KAZN
981,KCMF1
413,KCND3
694,KCTD3
116,KDM1A
995,KDM3A
653,KDM5B
527,KHDC4
176,KHDRBS1
196,KIAA0319L
397,KIAA1324
185,KIAA1522
924,KIAA1841
789,KIDINS220
56,KIF1B
594,KIFAP3
799,KLF11
565,KLHDC9
655,KLHL12
601,KLHL20
41,KLHL21
177,KPNA6
999,KRCC1
513,KRTCAP2
849,KRTCAP3
358,KYAT3
643,LAD1
619,LAMC1
530,LAMTOR2
817,LAPTM4A
169,LAPTM5
861,LBH
862,LCLAT1
137,LDLRAP1
319,LEPROT
758,LGALS8
934,LGALSL
442,LIX1L
532,LMNA
355,LMO4
647,LMOD1
346,LPAR3
684,LPGAT1
807,LPIN1
809,LRATD1
417,LRIG2
893,LRPPRC
326,LRRC40
270,LRRC41
298,LRRC42
35,LRRC47
361,LRRC8B
362,LRRC8D
206,LSM10
869,LTBP1
117,LUZP1
699,LYPLAL1
53,LZIC
220,MACF1
136,MACO1
67,MAD2L2
428,MAN1A2
138,MAN1C1
153,MAP3K6
203,MAP7D1
673,MAPKAPK2
837,MAPRE3
706,MARC1
705,MARC2
182,MARCKSL1
266,MAST2
986,MAT2A
790,MBOAT2
955,MCEE
903,MCFD2
458,MCL1
931,MDH1
665,MDM4
208,MEAF6
168,MECR
246,MED8
32,MEGF6
71,MFN2
383,MFSD14A
580,MGST3
707,MIA3
16,MIB2
97,MICOS10
321,MIER1
339,MIGA1
72,MIIP
464,MINDY1
273,MKNK1
970,MOB1A
274,MOB3C
974,MOGS
25,MORN1
885,MORN2
415,MOV10
587,MPC2
956,MPHOSPH10
95,MRTO4
905,MSH2
906,MSH6
522,MSTO1
890,MTA3
214,MTF1
369,MTF2
140,MTFR1L
916,MTIF2
64,MTOR
760,MTR
514,MUC1
104,MUL1
260,MUTYH
11,MXRA8
20,NADK
954,NAGK
263,NASP
542,NAXE
810,NBAS
98,NBL1
197,NCDN
827,NCOA1
559,NCSTN
878,NDUFAF7
573,NDUFS2
219,NDUFS5
87,NECAP2
564,NECTIN4
637,NEK7
687,NENF
544,NES
308,NFIA
231,NFYC
625,NIBAN1
129,NIPAL3
567,NIT1
0,NOC2L
802,NOL10
39,NOL9
435,NOTCH2
422,NRAS
283,NRDC
689,NSL1
271,NSUN4
746,NTPCR
670,NUCKS1
149,NUDC
713,NVL
481,OAZ3
734,OBSCN
801,ODC1
351,ODF2L
304,OMA1
282,OSBPL9
840,OST4
100,OTUD3
451,OTUD7B
238,P3H1
221,PABPC4
141,PAFAH2
957,PAIP2B
28,PANK4
922,PAPOLG
537,PAQR6
46,PARK7
310,PATJ
579,PBX1
505,PBXIP1
948,PCBP1
976,PCGF1
747,PCNX2
950,PCYOX1
320,PDE4B
449,PDE4DIP
803,PDIA6
555,PEA15
45,PER3
440,PEX11B
923,PEX13
60,PEX14
557,PEX19
566,PFDN2
675,PFKFB2
778,PGBD2
57,PGD
315,PGM1
163,PHACTR4
190,PHC2
42,PHF13
434,PHGDH
644,PHLDA3
473,PI4KB
439,PIAS3
598,PIGC
900,PIGF
336,PIGK
553,PIGM
267,PIK3R3
105,PINK1
470,PIP5K1A
124,PITHD1
356,PKN2
642,PKP1
101,PLA2G2A
102,PLA2G5
27,PLCH2
81,PLEKHM2
453,PLEKHO1
70,PLOD1
303,PLPP3
535,PMF1
504,PMVK
942,PNO1
126,PNRC2
583,POGK
477,POGZ
979,POLE4
993,POLR1A
438,POLR3C
269,POMGNT1
585,POU2F1
235,PPCS
223,PPIE
237,PPIH
894,PPM1B
848,PPM1G
571,PPOX
856,PPP1CB
652,PPP1R12B
664,PPP1R15B
909,PPP1R21
159,PPP1R8
686,PPP2R5A
943,PPP3R1
919,PPP4R3B
226,PPT1
548,PRCC
75,PRDM2
600,PRDX6
843,PREB
661,PRELP
895,PREPL
444,PRKAB2
342,PRKACB
897,PRKCE
22,PRKCZ
879,PRKD3
456,PRPF3
289,PRPF38A
393,PRPF38B
596,PRRC2C
595,PRRX1
465,PRUNE1
30,PRXL2B
725,PSEN2
400,PSMA5
198,PSMB2
476,PSMB4
471,PSMD4
912,PSME4
380,PTBP2
427,PTGFRN
638,PTPRC
249,PTPRF
828,PTRHD1
171,PUM1
819,PUM2
782,PXDN
720,PYCR2
506,PYGO2
613,QSOX1
832,RAB10
961,RAB11FIP5
497,RAB13
939,RAB1A
531,RAB25
671,RAB29
284,RAB3B
703,RAB3GAP2
738,RAB4A
605,RABGAP1L
335,RABGGTB
654,RABIF
607,RALGPS2
412,RAP1A
110,RAP1GAP
606,RASAL2
316,RAVER2
666,RBBP5
441,RBM8A
359,RBMXL1
54,RBP7
604,RC3H1
130,RCAN3
89,RCC2
681,RCOR3
815,RDH14
26,RER1
48,RERE
983,RETSAT
474,RFX5
630,RGS2
578,RGS5
820,RHOB
899,RHOQ
737,RHOU
526,RIT1
227,RLF
880,RMDN2
998,RMND5A
786,RNASEH1
997,RNF103
279,RNF11
437,RNF115
787,RNF144A
736,RNF187
626,RNF2
390,RNPC3
649,RNPEP
632,RO60
805,ROCK2
482,RORC
366,RPAP2
344,RPF1
457,RPRD2
546,RRNAD1
697,RRP15
418,RSBN1
134,RSRP1
386,RTCA
972,RTKN
915,RTN4
520,RUSC1
483,S100A10
484,S100A11
487,S100A13
486,S100A4
485,S100A6
187,S100PBP
398,SARS
772,SCCPDH
233,SCMH1
468,SCNM1
293,SCP2
818,SDC1
170,SDC3
763,SDCCAG8
721,SDE2
4,SDF4
88,SDHB
436,SEC22B
475,SELENBP1
353,SELENOF
835,SELENOI
139,SELENON
533,SEMA4A
323,SERBP1
174,SERINC2
936,SERTAD2
462,SETDB1
216,SF3A3
824,SF3B6
194,SFPQ
590,SFT2D2
144,SH3BGRL3
775,SH3BP5L
352,SH3GLB1
779,SH3YL1
507,SHC1
646,SHISA4
424,SIKE1
24,SKI
416,SLC16A1
593,SLC19A2
937,SLC1A4
392,SLC25A24
534,SLC25A44
242,SLC2A1
683,SLC30A1
865,SLC30A6
388,SLC30A7
382,SLC35A3
322,SLC35D1
19,SLC35E2A
18,SLC35E2B
836,SLC35F6
494,SLC39A1
377,SLC44A3
669,SLC45A3
854,SLC4A1AP
511,SLC50A1
804,SLC66A3
230,SMAP2
813,SMC6
538,SMG5
620,SMG7
191,SMIM12
693,SMYD2
770,SMYD3
962,SMYD5
729,SNAP47
489,SNAPIN
209,SNIP1
172,SNRNP40
662,SNRPE
951,SNRPG
847,SNX17
480,SNX27
610,SOAT1
902,SOCS5
399,SORT1
886,SOS1
663,SOX13
864,SPAST
696,SPATA17
83,SPEN
960,SPR
744,SPRTN
914,SPTBN1
62,SRM
717,SRP9
131,SRRM1
127,SRSF10
327,SRSF11
167,SRSF4
884,SRSF7
300,SSBP3
528,SSR2
15,SSU72
414,ST7L
967,STAMBP
205,STK40
406,STRIP1
873,STRN
158,STX12
616,STX6
394,STXBP3
980,SUCLG1
599,SUCO
853,SUPT7L
240,SVBP
133,SYF2
152,SYTL1
86,SZRD1
247,SZT2
305,TACSTD2
584,TADA1
165,TAF12
797,TAF1B
551,TAGLN2
749,TARBP1
690,TATDN3
753,TBCE
754,TBCE-1
120,TCEA3
429,TENT5C
261,TESK2
953,TEX261
698,TGFB2
982,TGOLN2
892,THADA
515,THBS3
204,THRAP3
887,THUMPD2
949,TIA1
648,TIMM17A
589,TIPRL
309,TM2D1
582,TMCO1
99,TMCO4
370,TMED5
244,TMEM125
990,TMEM150A
396,TMEM167B
781,TMEM18
658,TMEM183A
838,TMEM214
151,TMEM222
179,TMEM234
192,TMEM35B
135,TMEM50A
256,TMEM53
188,TMEM54
299,TMEM59
719,TMEM63A
265,TMEM69
539,TMEM79
641,TMEM9
29,TNFRSF14
750,TOMM20
611,TOR1AIP1
609,TOR3A
710,TP53BP2
825,TP53I3
629,TPR
33,TPRG1L
965,TPRKB
682,TRAF5
784,TRAPPC12
202,TRAPPC3
808,TRIB2
735,TRIM11
421,TRIM33
224,TRIT1
384,TRMT13
627,TRMT1L
857,TRMT61B
164,TRNAU1AP
622,TSEN15
745,TSNAX
268,TSPAN1
562,TSTD1
868,TTC27
975,TTC31
280,TTC39A
479,TUFT1
290,TUT4
178,TXLNA
285,TXNDC12
443,TXNIP
333,TYW3
577,UAP1
499,UBAP2L
6,UBE2J2
502,UBE2Q1
55,UBE4B
65,UBIAD1
529,UBQLN4
93,UBR4
145,UBXN11
823,UBXN2A
631,UCHL5
569,UFC1
932,UGP2
576,UHMK1
259,UROD
563,USF1
311,USP1
570,USP21
302,USP24
338,USP33
926,USP34
991,USP39
111,USP48
217,UTP11
44,VAMP3
989,VAMP5
988,VAMP8
425,VANGL1
560,VANGL2
73,VPS13D
452,VPS45
933,VPS54
469,VPS72
920,VRK2
14,VWA1
432,WARS2
154,WASF2
714,WDR26
431,WDR3
816,WDR35
858,WDR43
410,WDR77
941,WDR92
150,WDTC1
325,WLS
34,WRAP73
927,XPO1
615,XPR1
186,YARS
296,YIPF1
866,YIPF4
860,YPEL5
166,YTHDF2
796,YWHAQ
523,YY1AP1
84,ZBTB17
765,ZBTB18
603,ZBTB37
113,ZBTB40
635,ZBTB41
40,ZBTB48
508,ZBTB7B
184,ZBTB8A
207,ZC3H12A
173,ZCCHC17
147,ZDHHC18
891,ZFP36L2
287,ZFYVE9
228,ZMPSTE24
195,ZMYM4
193,ZMYM6
363,ZNF326
189,ZNF362
119,ZNF436
774,ZNF496
851,ZNF512
142,ZNF593
958,ZNF638
364,ZNF644
776,ZNF672
728,ZNF678
472,ZNF687
777,ZNF692
433,ZNF697
350,ZNHIT6
330,ZRANB2
291,ZYG11B
